,AAPL,AMT,AMZN,BAC,CAT,CVX,GE,GLD,GOOGL,IEF,JNJ,JPM,KO,LIN,MSFT,NEE,PG,SPY,TLT,UNH,XOM
2015-02-03,61.005673169093306,215.05348070182518,124.87466858559232,123.30473372575801,204.3698952121783,126.43316118600134,75.50809985892296,137.9234830056735,222.07731913826086,80.80138346896483,167.88251904334385,82.87992746497538,63.08813770473867,137.84957473507183,220.63709780662282,116.15741211192342,144.70391424339414,140.44228946909283,232.13115305903614,209.5093769045322,50.37962955086919
2015-02-04,61.50962192750756,217.84442435836803,126.35477740216936,122.85942326771718,206.1307321197787,127.14149294180162,75.07299396640236,141.05138351265882,224.76470143707377,81.20547245328936,169.3790587061424,83.6103109871267,61.863702116811524,138.72297420180166,220.28823298671293,115.4790777441349,145.08252325990952,144.15833723108653,234.8381802992384,209.07486400430074,50.724059454017265
2015-02-05,62.431247975917465,221.68755983634148,127.80654918899013,123.26817766584776,211.17861154010617,128.7334797798459,76.90152276516068,144.34211849529532,228.87805018690423,81.91967459873385,173.30349073460295,84.60726952812513,65.42652286887187,141.02291471293373,230.3662608991614,117.52112937962511,145.78361397055318,146.74061042553885,237.89884095992934,212.26500274681084,52.126204833658484
2015-02-06,62.07955469661862,221.1337474272564,130.618280192721,126.12188212334944,214.09328448260644,129.61577287793534,77.70771380117313,147.0523562041017,228.22516571509968,82.48595403271804,171.93425865183792,85.25374480742038,66.38149748665646,141.2776695553374,236.82719877222635,117.34865249380388,145.10797636618128,149.0402816287337,241.76277942214153,216.28172173766515,52.24693776924445
2015-02-09,62.7999141253771,222.28979568815606,131.14491527292824,128.16431976897982,218.05946726085887,128.485589763161,79.48754061604447,151.35480441359528,229.07374205378247,83.60054051039101,173.54907233095435,85.86705896083083,66.65157840873016,141.66678688474713,240.02383157471505,119.43180053354389,146.83172923552826,150.22346955376852,245.26759586277834,213.8214269531772,53.237757749036305
2015-02-10,61.693397620197096,219.67577523301733,128.20009788074353,124.63145941297752,217.25379797190286,126.431929146215,78.52685102091755,149.09196025937226,227.7031525286783,82.19573840889183,170.0204724875553,85.67431426804995,64.6102489404492,135.7057070119835,232.90238219379663,119.40531496119769,146.08166452127327,147.10862496992146,242.13298941210874,210.51073129246484,53.5420765942298
2015-02-11,61.95864545147356,221.24585703645118,130.21036821282513,125.76218764352929,218.4644637458022,126.96815354190716,79.06075222528362,150.05469847975053,229.84998475896788,83.05783018394249,172.17662428255232,86.09234775292529,65.49488580021362,132.8759479902995,237.59922066773728,120.78631657911592,147.82679587245022,143.66714435490283,249.57911791475192,210.68130920872736,54.611163488420544
2015-02-12,61.31159546929139,221.77430302149557,128.250860868649,124.24652277298362,222.73758005309517,126.21465461027435,78.90226578618146,151.3713412064885,230.47214838359284,82.8070545985133,172.83144995577777,87.6633827069181,65.35049471582997,133.53499660101141,240.59188174432,122.04673419516476,149.03909949810827,145.26713859821024,247.1892303965607,213.33634168279656,53.96856317706035
2015-02-13,61.524436096322646,220.34421091513997,128.10869402572885,124.58106172101238,223.4688015406708,126.68497557694552,80.45578148350408,153.0920038249798,230.82057282436884,84.02992896700236,174.77503093129738,87.07194517561723,66.34452443789166,135.63774101837802,241.7145518135013,123.91911772037489,149.16571662021568,145.9856002932754,247.35603927270492,214.69591823244502,53.824645967867674
2015-02-16,60.62906513648209,222.8776530922685,126.604864135749,122.82357068740109,215.14665906214307,125.08794109279543,78.22922232640086,153.1819015811663,231.22476973450063,82.61102000995136,177.30559181267546,87.4851403547208,65.87826928761474,128.91276617635364,246.49772308751542,121.58199875932975,145.97125655841887,146.13627636934623,250.1923016376586,215.21175076416264,53.39866731215225
2015-02-17,61.024665894044354,225.7622416586118,128.5090883649962,124.28037595709826,218.15214767443,125.99916718849262,78.37379528995264,153.9994696662866,229.42947345152382,83.05702235464598,176.55643315520663,87.15197266012063,66.43129295794577,132.62758301875195,251.8594401807774,120.55350504901345,145.72283564324215,148.46209374190798,248.44783355570132,215.65820982589574,54.058937891780964
2015-02-18,60.43233289945026,225.10074809166915,126.01517909718284,122.53658700719056,216.54829267021586,123.19688062184731,77.71288474710536,152.18098271993884,228.87620912930325,82.27695612886751,177.19857499617112,86.643753884969,65.28229922638681,130.97048744644576,251.0039839834243,119.4662008344076,144.7546602502527,145.33641823720185,244.18970629383543,211.8506218542352,54.54754534839396
2015-02-19,59.674498560114024,222.15927700144326,123.94590612141232,122.63588084718283,212.80845107534788,123.62310620774025,76.37400053254576,151.24688417437164,226.3326379236791,83.7316501058474,174.5402229152045,86.6423648026863,65.12650877371006,130.1373486882785,247.72053680117554,118.562447057344,143.97498566516873,143.28144151793774,245.31307991849113,214.4839680792392,54.00716211672045
2015-02-20,58.84903168126848,220.60785717818894,126.74661231914737,121.23752803499427,217.4695659375445,125.82809797288078,76.46474383673144,153.19287664110323,229.2301047725648,83.86994411970244,175.83631674476422,86.69729786384399,64.3462572832755,129.6224205201427,243.4186532869868,119.0636392538908,143.27834117925866,144.15069722608416,243.0029177674261,214.04649894137071,54.64271818412376
2015-02-23,57.65958756488158,219.54651948381175,127.39195335787517,118.78720743382586,220.68506320639833,125.88793447253789,75.6557462266431,152.41407520459575,228.92306576394375,83.4197359664777,176.63655077495204,85.94007292277067,64.01091702284538,125.8939348280753,240.17443006947207,117.62539128590431,141.50740755139395,145.18463436853023,244.50951260329919,213.01955143620143,53.58045606840423
2015-02-24,57.4884111633358,222.31491693000933,127.92909809636551,122.69995908718646,224.21790646571569,126.91172485081267,76.05926117114238,154.30476374641944,230.09324013279516,85.29873709962698,179.6824935240435,86.2065333876305,63.68561851026771,123.34452649764243,244.23024413819158,117.39483448334616,140.18799325319944,146.95395341180603,251.98604752561533,214.0835771838848,54.25595167256212
2015-02-25,57.555646811697464,222.26838107737473,129.3474680328543,122.53679714454225,225.73735893867928,127.64176342280324,75.81329459404424,156.6865011954435,230.4000511904417,84.75159570148423,181.12540635240612,85.87527307464472,63.97028632402089,123.81995742070758,248.84573593276022,118.31732120862759,140.3144930080978,149.0041869041644,255.7354147465083,215.28695727654713,54.37403570527728
2015-02-26,56.79372055511008,218.38411871153806,127.62833485847831,120.27462452589954,221.24505235603044,126.41214493683246,75.19910974703998,154.50871559064063,229.3323785251934,83.67451650332406,176.49157145320845,84.51492223261553,62.34985753718402,119.16935964635277,245.45358104798265,118.50120068906968,140.16756718989853,146.4561284138336,257.7850285144295,212.958270376902,53.37113998116794
2015-02-27,56.45046947517775,217.12259715552207,126.58389901655568,119.95660061755899,220.25327685379375,125.92019050125649,75.16823895196488,156.2689804751479,230.8702703786503,82.00817664166293,172.63285647487635,84.92544137488204,60.416668475430065,118.29413354324858,239.04516495136932,115.76866451090115,140.61045102174782,147.45602068747894,256.05593984545277,207.8702575958008,52.37148181005166
2015-03-02,56.69899496659999,214.07642363278552,126.56993508367857,119.53377744595736,221.09859275379227,125.87319542457449,74.2059014446398,158.4108378454138,230.67703405165534,81.7005783053386,171.24767068653603,84.5985076816422,59.210241629432645,117.52528619021209,243.87042055926963,113.9275158779419,138.6052863537415,149.626374467068,253.5949232759152,206.1055652252347,52.62550720425937
2015-03-03,56.36088104098559,217.962710020552,127.93710833535847,119.55394786928643,229.93297239538165,125.98525341671652,75.58671250687114,160.92201899964465,234.17688831987005,84.25012024056306,173.42181626395987,84.88383742818179,60.508203018973745,118.29890568009883,253.65082151095226,115.39639803400857,139.3144809247129,152.02958953423828,254.31935085875716,205.20546450176175,54.024680985409574
2015-03-04,55.99491087114237,214.8666822397381,127.90512134312229,120.56356077984277,231.0274189574992,126.91979098577049,74.89107195747447,158.20709290951237,236.05575802812695,84.04082194121968,173.20883412286852,85.68152383542296,60.82641716491804,118.88191304686218,260.47076507741366,115.09018206186454,140.3705175957627,153.46016309355525,255.78001265379635,207.24400748043817,54.297402770201884
2015-03-05,56.32718814318355,218.12156683325307,128.22466832414034,120.13048389659713,229.04537357597766,124.93834740023497,76.6179775372056,156.21016758416778,235.7729314510782,83.79731764642104,172.99913638314982,85.99334058344027,61.82665633421378,118.18734909080189,260.5952424867588,115.54487912996065,140.31590595746692,157.21116303755477,257.4061087085584,209.778531592726,54.86777956350513
2015-03-06,57.03700504293862,219.8988586913271,127.25224662014112,121.24399640852387,228.1317341774743,124.55954964393919,77.20251254589023,159.1018350205242,237.18340798434153,84.52860519065135,175.9520938827761,86.54115535269949,65.22076217262239,120.69753741381928,257.34696115882645,116.96341331806454,141.38435663856575,160.93637968141687,260.66741204216686,212.27444499485446,54.72838652685798
2015-03-09,56.93122796490697,217.71494778448996,125.98436943238933,121.47114575092382,232.21475531859005,124.71485398406699,76.02284842401204,160.00590683796656,239.2251762383716,83.8103921416431,176.19047783385673,86.61032791492067,64.18312926891917,121.64588536331527,255.88586204454606,117.17397731521248,140.47322748538983,159.63325293454724,262.426727035905,211.18309071397385,55.56638569814256
2015-03-10,56.713099383538456,217.95600536094338,127.20750337423671,119.5182454184534,226.01665071173065,122.75460794208206,76.63284079563891,157.63081602567365,242.70563402070184,83.1551037817737,175.9615775119083,87.25474232735242,66.11958895096078,125.67810179297872,260.02459485212853,118.56580575471394,141.20574045023855,162.03911439807018,262.46248203431657,210.52340165100998,55.664165217437315
2015-03-11,56.630794733929186,216.7901331983432,127.97667924869207,120.81200943377284,226.52400054711651,124.6330653705717,75.9691046403021,157.75590044998046,241.67951390881825,81.46403854318775,175.98149458923328,87.26138268128092,67.63964630500662,127.10980500902811,256.1649931812331,121.05134751690788,142.67316774881488,163.95534298436272,262.44392613092157,209.45411819528238,55.341687071365804
2015-03-12,57.29392693549718,222.66038392627348,131.84289214982905,122.10265436338749,227.92823788668224,126.4267056577922,75.70983512930802,159.90585693901374,243.32346228000824,82.263524059936,175.6394038652092,88.4892308668909,68.23373088971817,127.03495794719173,248.6180959198465,122.25343386868626,145.95479155763982,169.27034807642198,265.3715033909457,209.66047458433673,55.90394056072085
2015-03-13,56.720081065186534,222.46317318342645,132.48267776860027,123.7213683169272,227.6266967767763,126.26881730016211,74.93708863728104,158.11037194800574,242.29764025471164,82.70235183831726,176.93346495376062,87.96348028701787,69.79905935127088,125.94402720557457,247.8003584660019,121.66082330326074,143.19147171128333,170.48694721804162,266.35270763363957,209.1761658864362,55.812230987941824
2015-03-16,57.043395636646146,219.26715677493104,131.44648476410316,124.36870852512011,222.32024832502208,126.11461295095813,73.28745569909904,157.7671257431781,241.6817940977045,80.62712188956525,177.64961341674598,87.14502427839956,68.45678678894141,124.7711473549912,250.19599180637513,119.71999687641551,142.5445741378055,170.25777426296258,264.5667677560503,208.55262824549564,55.00054128282284
2015-03-17,56.572466353993775,218.72443450436396,129.36981696930167,119.32669064005754,220.37640651851893,125.9967610643416,70.54348763975706,152.988933401811,240.1787086306358,81.19035109957703,176.44117279157499,86.19390086859855,67.1459797846641,125.05783485037003,243.78227972138436,117.22490592877149,140.3380902449824,163.8160776616125,262.3381518082134,207.86937457017422,54.76723686856687
2015-03-18,56.44210812346586,217.8612853552886,126.8476180467143,119.99040714415155,218.60259260783988,125.15663234318379,72.66570981746283,153.7652636509663,239.19519392352004,80.56723371437177,177.1493032461654,86.02388653563344,65.5801046115536,126.31144923527867,242.29360864889696,118.7395499592659,141.47274851858754,162.80342089784236,264.867938966842,209.1720014988565,55.30153160051924
2015-03-19,56.74541711693063,216.42186919319113,125.95610481231952,121.27350379261621,217.2528204449295,124.55439506410704,71.64543437835978,154.18942929863059,242.96899138258675,79.732713941774,177.50404476299033,86.98841461868226,65.56482122991224,127.3074243233466,238.36289525737536,119.2079626254682,141.65212067374358,165.2800908595128,268.64089142228835,214.24923547161814,55.66446488976976
2015-03-20,56.95612514415613,217.33821879959606,125.79524470327965,122.02836676622823,216.9509405092077,124.9141990024514,72.88096343201197,152.98670134509288,245.51657266215295,81.56788627749316,177.84991184720502,85.8801085152448,65.27526641890128,130.15031374556438,239.87955849459257,118.21400807587376,141.692015956412,167.11084923374915,271.8977928969599,214.4312160292181,55.78920701543953
2015-03-23,56.742550381691615,214.82009201851136,127.55095672683667,121.29387772361235,220.2886739832837,126.84037183223234,74.15197569056089,153.4413256400643,246.59155422460236,81.88339344893504,177.15175870299007,86.25837387989812,64.13143797050708,133.21172627094253,239.32885706216874,118.77569014483423,142.36861582757942,167.63945451456075,275.13995301935074,213.9432234930378,56.52707521860824
2015-03-24,55.97150771728839,213.85570252435366,129.58697932242922,119.58586886472828,217.26852910133096,127.26047356172899,74.1885204398296,153.39638519506104,246.6717386990807,82.41498015300711,178.8096739449078,86.52152631256405,63.96620171628935,134.25034552830235,245.87767771747335,118.8749741977099,140.96079103135088,169.84098465647807,274.0279507721206,209.88913286415016,56.805955417255404
2015-03-25,55.6784208909703,213.20298608445745,129.7281359054883,119.62336110095386,218.9964238942063,126.69763442659034,74.56389281394264,153.13048976999258,247.84734177794286,83.1198596867234,177.63698389061398,87.23838729258225,63.322131446065455,136.02244786842226,247.0689964116376,121.13026341357408,141.08162185330008,169.45560747533347,275.42930196172773,209.72216668207236,57.354026012527875
2015-03-26,54.7676323256927,209.20013925243705,126.6950155767239,119.31820510749509,220.39956133858254,125.35008553150927,73.4867631920356,152.03819560191425,248.39127761909285,81.34486502551273,177.04625951083617,87.32666657358064,62.83999967165467,134.69198910324238,246.82392377590438,117.19190248505986,140.90962142812774,167.3295563913645,267.8256382695346,208.7202859647273,57.70613179034594
2015-03-27,54.706774660775096,211.40413253691275,129.39871703046384,122.08510150136352,228.7422204484243,127.52749327603188,74.80628732269776,151.88930883520467,249.4630972493365,81.76505801146138,182.0867970792078,87.92906147511488,64.18797104948278,138.0025972332531,251.28049321605104,120.89235833200843,141.64565695859332,170.78263152983368,268.7302661689558,208.57427651070367,57.950784567577834
2015-03-30,54.70308508689454,210.46292704781413,128.23343498574792,119.6427189962272,226.65104965863642,125.12397683579128,74.72542834347583,150.7446330948725,245.6333234609937,80.30277303055796,179.01012751770705,87.37783064126883,64.50496656934415,132.63073013400503,248.15799727535858,119.60820223169009,141.1141321498949,169.70191460883962,263.70559625307976,206.85751388134034,56.92005334624719
2015-03-31,55.3363104983358,211.7017386888552,131.8580061938503,120.71666681544393,227.55838364329887,124.53603204468364,73.84616054349837,148.45486757680288,246.20677878008536,81.34186287994396,177.2597029096625,88.12890990953733,64.249220651967,133.44305019233153,254.65703365094598,121.52186528383268,141.66174789609903,168.99598290989485,259.7068137042416,205.71762046750194,56.90965119544565
2015-04-01,54.7884570671061,210.50601306697936,131.28684079201628,119.78869331628653,223.65803537630845,124.11463217056053,73.69077894955878,145.36981381490224,247.38513696509807,80.91020298048072,176.55677979484074,88.23787998894822,64.02558096467027,134.30901740374824,253.81002377688014,120.40202631749146,141.60490663567674,166.0012188743414,259.68886125077296,204.75534641558485,56.56569107735362
2015-04-02,54.73264877444932,206.11004761398522,129.6565608263665,118.84171772457944,221.2986902555819,122.05776008191056,73.89521134841397,142.86940714431498,247.71112220276504,80.58249839211794,174.14626563659638,88.71005476953079,61.98159337650983,134.56780897962585,255.12704807782222,118.69656469525543,142.5321960881883,165.03938587668895,258.7461644431077,204.50160953613354,56.0432813979721
2015-04-03,55.21371006944336,208.85297841034168,128.01473514319412,121.25122746683492,217.41211424760553,123.3710926347568,75.00132726093082,141.46514212344172,247.95391516384527,80.01470199301272,173.66024874289843,88.68515665632177,63.09239834324784,137.839265680535,262.0890286551843,118.48647578467637,142.97712352957896,162.70125124099536,257.76469881480483,207.1701593599589,57.567211000449994
2015-04-06,54.52671394860881,206.36429128472003,126.95804500921717,120.66359209317179,212.4211752399792,122.97641885554708,73.83944082099082,139.84254390067406,247.38769106214505,79.39744059966783,172.03020138569136,88.18208509432526,62.20404837207175,135.05090249540595,257.4680892987503,119.38665426782613,142.65451918405432,160.31428111003964,258.1581139765485,205.12904413549248,57.64796277109388
2015-04-07,54.75414760970962,206.5848459797019,127.8677393514146,118.68134613901273,209.00448113945282,121.56920283402837,73.68159781530841,142.0171340395248,251.61029920185237,80.10047065916817,173.23374976647332,87.12802264327165,61.868149032488226,133.46646639540182,255.04675889742924,118.81688278434645,141.97155870914645,155.4732811288371,260.57389029206837,202.64600806833508,57.90287724525546
2015-04-08,55.965933892768156,206.61157116359632,125.28281135157796,118.48523149653317,212.41249020654624,123.75926327463257,72.93386526187493,143.58219533560563,252.19640612578587,79.9960473383727,177.5813461415964,86.60817916105209,62.74207532324851,135.27207241943023,261.7038996647872,119.01260008548277,142.30338299435377,155.07528164220076,260.66893436974266,202.62610571087694,58.691722224795384
2015-04-09,55.768917431496895,207.2220076857861,125.19809943474725,120.1284834259294,212.66180313546081,121.87814472596612,73.8505189363878,142.2876497672936,250.82368568926373,79.42916777868128,178.97253656307487,84.98558209651439,65.78508697783828,137.2560529143718,262.8859851427483,119.18742419613778,142.77356549291696,156.3911989830013,262.18646808364605,204.5802729936049,59.12662614705284
2015-04-10,55.672257649508595,206.78233789436405,124.78159323131969,121.60786116912196,214.45065935596455,118.64960335546529,74.05156934643757,142.6631443358462,250.62410254837835,78.91845119767046,180.17141407747198,85.32193502380103,64.91102811128361,137.58833705655846,259.25778569510413,117.39744148281214,142.32439420453773,157.92605924082392,262.94552079246347,206.27379019841135,59.418433322758524
2015-04-13,55.989738660896876,205.9170419840222,125.53756151946054,122.9528215254416,217.59280086327755,120.38150076215362,75.22965344801902,144.8940151438908,254.17069025703503,79.76643928609079,180.2895145294995,85.76401167002562,64.7225439976028,137.74854295758266,260.77776484468933,117.20953501351912,142.85431612405335,156.04600787012336,266.1322219079101,206.92947380145986,59.41660224911989
2015-04-14,56.3928818963748,208.84221456286951,124.10480257523449,122.3240291137597,215.7045344881793,119.27482769929865,75.71526376012932,144.16711483090052,253.87883687255783,77.60529699747293,180.4379957101701,84.72309373558572,64.65443298727419,137.9147652620707,265.4593371743177,115.31472907168843,139.41952050611826,155.47041461562705,268.92205875652814,209.0981705750847,59.51956137824072
2015-04-15,56.12308712602805,210.3442417044283,122.77937498378245,122.94266359596438,217.0384485607157,120.32971866200381,78.26580828323586,145.96007709000634,254.14644127777177,77.95566146761037,178.1280772993265,84.51382321776036,64.29434632094184,137.57922363504866,266.7550437716537,114.48258403859029,141.00327524359696,156.446643213993,270.95790834377175,209.0531378427963,59.8794872114083
2015-04-16,56.62478482420728,209.24514700156118,122.10761940239156,122.4386163263407,212.377868516574,119.12252920754587,77.33552650383594,146.44046489340332,254.39151547475774,77.78306444485668,178.71502673293054,84.2575130330231,64.57147068418325,136.68831305095415,267.210354482411,113.39094248292224,138.00262754984846,154.9516150885176,272.4765234365799,210.69093170564878,60.44702555426131
2015-04-17,57.3757307601273,210.79576583728394,123.2709897167598,122.40614564172945,213.23381811079093,120.41474366140474,79.05758150604628,147.55833347983037,255.07062083609074,78.35240864228103,180.253334774343,83.7305661271293,62.97957538271627,136.45835569093248,265.5213660769645,112.99253064570387,138.3047403135247,154.5304958731741,277.1758930162044,211.95284012146112,61.03539221481605
2015-04-20,57.7665956563622,208.85760469902334,124.75351381270796,122.40653238070598,215.71997357452332,119.5686228729161,77.8178258084617,149.24035154696327,255.9737534169878,77.49177875120508,179.29282350294773,84.42518969578119,61.67017695164843,140.0848621090379,262.2476022927904,113.66976517701697,138.3728814826736,155.68386428295636,275.362427119848,212.0568952909803,60.903035119152264
2015-04-21,57.1857542025047,209.6934543728253,123.71108721024896,121.73767272505273,211.50429797283755,116.24145989915412,76.7027702168029,151.76469852305794,256.7297125136436,76.97272038486355,178.35847627096578,84.17003545152465,61.73628011701511,136.4696878679276,263.4878323819788,113.83260297824026,138.60663480298618,155.38008270414267,274.326759117027,212.29668882629977,60.88514028659639
